2021-07-28 12:55:27.927 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-30 19:40:49.057 [cluster-ClusterId{value='6103dfd29f90354f13c2ab76', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:315}] to 8.142.35.1:27017
2021-07-30 20:32:16.503 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:3, serverValue:310}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 20:32:16.785 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:317}] to 8.142.35.1:27017
2021-07-30 20:41:06.316 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:318}] to 8.142.35.1:27017
2021-07-30 20:41:08.621 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:8, serverValue:319}] to 8.142.35.1:27017
2021-07-30 20:41:08.667 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:320}] to 8.142.35.1:27017
2021-07-30 20:41:24.377 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:5, serverValue:317}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 20:59:34.326 [http-nio-8201-exec-9] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:7, serverValue:320}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 20:59:53.550 [http-nio-8201-exec-9] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:6, serverValue:318}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 21:14:14.043 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-30 21:14:16.691 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 21:14:16.693 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-30 21:14:16.866 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 166ms. Found 3 repository interfaces.
2021-07-30 21:14:16.903 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 21:14:16.907 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-30 21:14:16.975 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.DepartmentRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 21:14:16.977 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 21:14:16.978 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.ScheduleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 21:14:16.979 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44ms. Found 0 repository interfaces.
2021-07-30 21:14:17.663 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=95ab8d83-d095-336f-a868-e19a06ceffb8
2021-07-30 21:14:17.924 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-30 21:14:18.059 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-30 21:14:18.963 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2021-07-30 21:14:18.993 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2021-07-30 21:14:18.994 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-07-30 21:14:18.995 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-07-30 21:14:19.282 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-30 21:14:19.283 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5196 ms
2021-07-30 21:14:20.192 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.35.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-07-30 21:14:20.193 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.35.1:27017 to client view of cluster
2021-07-30 21:14:20.503 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:321}] to 8.142.35.1:27017
2021-07-30 21:14:20.550 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=40946600}
2021-07-30 21:14:20.553 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2021-07-30 21:14:20.926 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:322}] to 8.142.35.1:27017
2021-07-30 21:14:24.597 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-07-30 21:14:24.643 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-30 21:14:24.654 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-30 21:14:24.961 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-07-30 21:14:25.592 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
2021-07-30 21:14:27.184 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-07-30 21:14:27.213 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2021-07-30 21:14:27.268 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-30 21:14:27.749 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-30 21:14:27.865 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2021-07-30 21:14:27.936 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2021-07-30 21:14:28.157 [restartedMain] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP service-hosp 192.168.31.163:8201 register finished
2021-07-30 21:14:28.555 [restartedMain] INFO  cuifua.ServiceHospApplication - Started ServiceHospApplication in 17.118 seconds (JVM running for 20.735)
2021-07-30 21:14:36.996 [http-nio-8201-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-30 21:14:36.997 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-07-30 21:14:37.020 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 23 ms
2021-07-30 21:14:37.886 [http-nio-8201-exec-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 21:14:37.939 [http-nio-8201-exec-1] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: service-cmn instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-07-30 21:14:37.960 [http-nio-8201-exec-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-07-30 21:14:38.051 [http-nio-8201-exec-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 21:14:38.057 [http-nio-8201-exec-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client service-cmn initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[192.168.31.163:8202],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.31.163:8202;	Zone:UNKNOWN;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:com.alibaba.cloud.nacos.ribbon.NacosServerList@1d345e95
2021-07-30 21:14:38.984 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-07-30 21:21:19.240 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:322}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 21:21:19.364 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:323}] to 8.142.35.1:27017
2021-07-30 21:24:50.423 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:324}] to 8.142.35.1:27017
2021-07-30 21:28:02.641 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:325}] to 8.142.35.1:27017
2021-07-30 21:42:14.823 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:326}] to 8.142.35.1:27017
2021-07-30 21:42:33.575 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:5, serverValue:325}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 21:46:43.987 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:8, serverValue:332}] to 8.142.35.1:27017
2021-07-30 21:49:57.813 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:3, serverValue:323}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 21:49:57.816 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:4, serverValue:324}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 21:49:57.818 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:6, serverValue:326}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 21:50:00.081 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:10, serverValue:334}] to 8.142.35.1:27017
2021-07-30 21:50:00.112 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:9, serverValue:335}] to 8.142.35.1:27017
2021-07-30 21:50:00.199 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:12, serverValue:337}] to 8.142.35.1:27017
2021-07-30 21:50:00.543 [http-nio-8201-exec-8] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:11, serverValue:336}] to 8.142.35.1:27017
2021-07-30 21:52:49.647 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server 8.142.35.1:27017
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:70)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:128)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:131)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.net.SocketTimeoutException: connect timed out
	at java.base/java.net.PlainSocketImpl.waitForConnect(Native Method)
	at java.base/java.net.PlainSocketImpl.socketConnect(PlainSocketImpl.java:107)
	at java.base/java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:399)
	at java.base/java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:242)
	at java.base/java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:224)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:403)
	at java.base/java.net.Socket.connect(Socket.java:608)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:64)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:79)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:65)
	... 3 common frames omitted
2021-07-30 21:53:00.242 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:14, serverValue:338}] to 8.142.35.1:27017
2021-07-30 21:53:00.306 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=63537700}
2021-07-30 22:07:39.180 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:12, serverValue:337}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:07:39.182 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:11, serverValue:336}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:07:39.184 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:9, serverValue:335}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:07:39.186 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:10, serverValue:334}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:07:39.579 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:16, serverValue:342}] to 8.142.35.1:27017
2021-07-30 22:07:40.332 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:15, serverValue:343}] to 8.142.35.1:27017
2021-07-30 22:09:51.793 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:18, serverValue:345}] to 8.142.35.1:27017
2021-07-30 22:09:51.807 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:19, serverValue:346}] to 8.142.35.1:27017
2021-07-30 22:09:53.098 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:17, serverValue:344}] to 8.142.35.1:27017
2021-07-30 22:09:59.225 [cluster-ClusterId{value='6103fb2ce050525788c8236c', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:20, serverValue:347}] to 8.142.35.1:27017
2021-07-30 22:10:00.366 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:15, serverValue:343}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:10:00.384 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:18, serverValue:345}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:10:00.386 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:17, serverValue:344}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:10:00.564 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:16, serverValue:342}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:10:00.564 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:21, serverValue:348}] to 8.142.35.1:27017
2021-07-30 22:10:03.466 [http-nio-8201-exec-8] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:22, serverValue:349}] to 8.142.35.1:27017
2021-07-30 22:10:07.272 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:23, serverValue:350}] to 8.142.35.1:27017
2021-07-30 22:10:09.843 [http-nio-8201-exec-9] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:24, serverValue:351}] to 8.142.35.1:27017
2021-07-30 22:10:11.124 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:26, serverValue:352}] to 8.142.35.1:27017
2021-07-30 22:10:11.654 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:25, serverValue:353}] to 8.142.35.1:27017
2021-07-30 22:11:12.047 [http-nio-8201-exec-5] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:19, serverValue:346}] to 8.142.35.1:27017 because there was a socket exception raised on another connection from this pool.
2021-07-30 22:15:57.813 [http-nio-8201-exec-4] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:27, serverValue:355}] to 8.142.35.1:27017
2021-07-30 22:15:58.120 [http-nio-8201-exec-6] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:28, serverValue:354}] to 8.142.35.1:27017
2021-07-30 22:15:59.657 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:29, serverValue:356}] to 8.142.35.1:27017
2021-07-30 22:16:01.916 [http-nio-8201-exec-11] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:30, serverValue:357}] to 8.142.35.1:27017
2021-07-30 22:16:09.612 [http-nio-8201-exec-8] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:23, serverValue:350}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:16:10.539 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:22, serverValue:349}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:16:36.414 [http-nio-8201-exec-3] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:31, serverValue:360}] to 8.142.35.1:27017
2021-07-30 22:16:36.462 [http-nio-8201-exec-10] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:32, serverValue:359}] to 8.142.35.1:27017
2021-07-30 22:16:39.305 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:25, serverValue:353}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-07-30 22:16:43.671 [http-nio-8201-exec-7] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:33, serverValue:361}] to 8.142.35.1:27017
2021-07-30 22:16:54.166 [http-nio-8201-exec-12] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:34, serverValue:362}] to 8.142.35.1:27017
2021-07-30 22:16:56.227 [http-nio-8201-exec-13] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:35, serverValue:363}] to 8.142.35.1:27017
2021-07-30 22:16:56.349 [http-nio-8201-exec-14] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:36, serverValue:364}] to 8.142.35.1:27017
2021-07-30 22:21:06.683 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-30 22:21:09.323 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 22:21:09.326 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-30 22:21:09.498 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 162ms. Found 3 repository interfaces.
2021-07-30 22:21:09.540 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-30 22:21:09.544 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-30 22:21:09.595 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.DepartmentRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 22:21:09.598 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 22:21:09.599 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.ScheduleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-30 22:21:09.600 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 36ms. Found 0 repository interfaces.
2021-07-30 22:21:10.251 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=95ab8d83-d095-336f-a868-e19a06ceffb8
2021-07-30 22:21:10.507 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-30 22:21:10.645 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-30 22:21:11.569 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2021-07-30 22:21:11.598 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2021-07-30 22:21:11.600 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-07-30 22:21:11.600 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-07-30 22:21:11.941 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-30 22:21:11.941 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5219 ms
2021-07-30 22:21:12.881 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.35.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-07-30 22:21:12.882 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.35.1:27017 to client view of cluster
2021-07-30 22:21:13.086 [cluster-ClusterId{value='61040ad87c6eb45abeb093ae', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:366}] to 8.142.35.1:27017
2021-07-30 22:21:13.129 [cluster-ClusterId{value='61040ad87c6eb45abeb093ae', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=37164500}
